ndc_description,ndc,nadac_per_unit,effective_date,Brand
HUMIRA(CF) 20 MG/0.2 ML SYRINGE,00074061602,3369.583,2025-10-22,Humira (AbbVie)
HUMIRA PEN 40 MG/0.8 ML,00074433902,3365.25024,2025-10-22,Humira (AbbVie)
HUMIRA(CF) 40 MG/0.4 ML SYRINGE,00074024302,3364.74753,2025-10-22,Humira (AbbVie)
HUMIRA(CF) PEN 40 MG/0.4 ML,00074055402,3363.69352,2025-10-22,Humira (AbbVie)
HUMIRA(CF) PEN 80 MG/0.8 ML,00074012402,6733.86635,2025-10-22,Humira (AbbVie)
HUMIRA(CF) PEN CROHN'S-UC-HS STARTER 80 MG/0.8 ML,00074012403,6730.79095,2025-10-22,Humira (AbbVie)
ADALIMUMAB-AACF(CF) PEN 40 MG/0.8 ML (2 PACK),65219061299,873.1296,2025-10-22,Unbranded Adalimumab
ADALIMUMAB-ADAZ(CF) PEN 40 MG/0.4 ML,61314032720,1591.75558,2025-10-22,Unbranded Adalimumab
CYLTEZO(CF) PEN 40 MG/0.8 ML,00597037597,3200.16786,2025-10-22,Cyltezo (Boehringer)
HADLIMA PUSHTOUCH 40 MG/0.8 ML,78206018401,632.24125,2025-10-22,Hadlima (Organon)
HADLIMA(CF) 40 MG/0.4 ML SYRINGE,78206018601,1258.77083,2025-10-22,Hadlima (Organon)
HADLIMA(CF) PUSHTOUCH 40 MG/0.4 ML,78206018701,1259.38542,2025-10-22,Hadlima (Organon)
HUMIRA 40 MG/0.8 ML SYRINGE,00074379902,3364.6212,2025-10-22,Humira (AbbVie)
HUMIRA(CF) 20 MG/0.2 ML SYRINGE,00074061602,3369.583,2025-10-22,Humira (AbbVie)
HUMIRA(CF) PEN 80 MG/0.8 ML,00074012402,6733.86635,2025-10-22,Humira (AbbVie)
HUMIRA(CF) PEN 40 MG/0.4 ML,00074055402,3363.69352,2025-10-22,Humira (AbbVie)
HUMIRA(CF) 40 MG/0.4 ML SYRINGE,00074024302,3364.74753,2025-10-22,Humira (AbbVie)
ADALIMUMAB-ADAZ(CF) PEN 40 MG/0.4 ML,61314032720,1591.75558,2025-10-22,Unbranded Adalimumab
CYLTEZO(CF) PEN 40 MG/0.8 ML,00597037597,3200.16786,2025-10-22,Cyltezo (Boehringer)
HADLIMA PUSHTOUCH 40 MG/0.8 ML,78206018401,632.24125,2025-10-22,Hadlima (Organon)
HADLIMA(CF) 40 MG/0.4 ML SYRINGE,78206018601,1258.77083,2025-10-22,Hadlima (Organon)
HADLIMA(CF) PUSHTOUCH 40 MG/0.4 ML,78206018701,1259.38542,2025-10-22,Hadlima (Organon)
HUMIRA 40 MG/0.8 ML SYRINGE,00074379902,3364.6212,2025-10-22,Humira (AbbVie)
HUMIRA PEN 40 MG/0.8 ML,00074433902,3365.25024,2025-10-22,Humira (AbbVie)
HUMIRA(CF) 20 MG/0.2 ML SYRINGE,00074061602,3369.583,2025-10-22,Humira (AbbVie)
HUMIRA(CF) 40 MG/0.4 ML SYRINGE,00074024302,3364.74753,2025-10-22,Humira (AbbVie)
HUMIRA(CF) PEN 40 MG/0.4 ML,00074055402,3363.69352,2025-10-22,Humira (AbbVie)
HUMIRA(CF) PEN 80 MG/0.8 ML,00074012402,6733.86635,2025-10-22,Humira (AbbVie)
HUMIRA(CF) 40 MG/0.4 ML SYRINGE,00074024302,3364.74753,2025-10-22,Humira (AbbVie)
HUMIRA PEN 40 MG/0.8 ML,00074433902,3365.25024,2025-10-22,Humira (AbbVie)
ADALIMUMAB-AACF(CF) PEN 40 MG/0.8 ML (2 PACK),65219061299,873.1296,2025-10-22,Unbranded Adalimumab
ADALIMUMAB-ADAZ(CF) PEN 40 MG/0.4 ML,61314032720,1591.75558,2025-10-22,Unbranded Adalimumab
HUMIRA(CF) PEN 40 MG/0.4 ML,00074055402,3363.69352,2025-10-22,Humira (AbbVie)
ADALIMUMAB-AACF(CF) PEN 40 MG/0.8 ML (2 PACK),65219061299,873.1296,2025-10-22,Unbranded Adalimumab
HUMIRA 40 MG/0.8 ML SYRINGE,00074379902,3364.6212,2025-10-22,Humira (AbbVie)
HUMIRA(CF) PEN CROHN'S-UC-HS STARTER 80 MG/0.8 ML,00074012403,6730.79095,2025-10-22,Humira (AbbVie)
HUMIRA(CF) PEN 40 MG/0.4 ML,00074055402,3363.69352,2025-10-22,Humira (AbbVie)
HUMIRA(CF) PEN 80 MG/0.8 ML,00074012402,6733.86635,2025-10-22,Humira (AbbVie)
HUMIRA(CF) PEN CROHN'S-UC-HS STARTER 80 MG/0.8 ML,00074012403,6730.79095,2025-10-22,Humira (AbbVie)
HADLIMA(CF) 40 MG/0.4 ML SYRINGE,78206018601,1258.77083,2025-10-22,Hadlima (Organon)
HADLIMA(CF) PUSHTOUCH 40 MG/0.4 ML,78206018701,1259.38542,2025-10-22,Hadlima (Organon)
ADALIMUMAB-AACF(CF) PEN 40 MG/0.8 ML (2 PACK),65219061299,873.1296,2025-10-22,Unbranded Adalimumab
ADALIMUMAB-ADAZ(CF) PEN 40 MG/0.4 ML,61314032720,1591.75558,2025-10-22,Unbranded Adalimumab
CYLTEZO(CF) PEN 40 MG/0.8 ML,00597037597,3200.16786,2025-10-22,Cyltezo (Boehringer)
CYLTEZO(CF) PEN 40 MG/0.8 ML,00597037597,3200.16786,2025-10-22,Cyltezo (Boehringer)
HADLIMA(CF) 40 MG/0.4 ML SYRINGE,78206018601,1258.77083,2025-10-22,Hadlima (Organon)
HADLIMA(CF) PUSHTOUCH 40 MG/0.4 ML,78206018701,1259.38542,2025-10-22,Hadlima (Organon)
HUMIRA PEN 40 MG/0.8 ML,00074433902,3365.25024,2025-10-22,Humira (AbbVie)
HUMIRA(CF) 20 MG/0.2 ML SYRINGE,00074061602,3369.583,2025-10-22,Humira (AbbVie)
HUMIRA(CF) 40 MG/0.4 ML SYRINGE,00074024302,3364.74753,2025-10-22,Humira (AbbVie)
HUMIRA(CF) PEN 40 MG/0.4 ML,00074055402,3363.69352,2025-10-22,Humira (AbbVie)
HUMIRA(CF) PEN 80 MG/0.8 ML,00074012402,6733.86635,2025-10-22,Humira (AbbVie)
HADLIMA PUSHTOUCH 40 MG/0.8 ML,78206018401,632.24125,2025-10-22,Hadlima (Organon)
HADLIMA PUSHTOUCH 40 MG/0.8 ML,78206018401,632.24125,2025-10-22,Hadlima (Organon)
HUMIRA(CF) PEN CROHN'S-UC-HS STARTER 80 MG/0.8 ML,00074012403,6730.79095,2025-10-22,Humira (AbbVie)
HUMIRA(CF) 20 MG/0.2 ML SYRINGE,00074061602,3369.583,2025-10-22,Humira (AbbVie)
HUMIRA PEN 40 MG/0.8 ML,00074433902,3365.25024,2025-10-22,Humira (AbbVie)
HUMIRA 40 MG/0.8 ML SYRINGE,00074379902,3364.6212,2025-10-22,Humira (AbbVie)
HADLIMA(CF) 40 MG/0.4 ML SYRINGE,78206018601,1258.77083,2025-10-22,Hadlima (Organon)
ADALIMUMAB-ADAZ(CF) PEN 40 MG/0.4 ML,61314032720,1591.75558,2025-10-22,Unbranded Adalimumab
ADALIMUMAB-AACF(CF) PEN 40 MG/0.8 ML (2 PACK),65219061299,873.1296,2025-10-22,Unbranded Adalimumab
CYLTEZO(CF) PEN 40 MG/0.8 ML,00597037597,3200.16786,2025-10-22,Cyltezo (Boehringer)
HADLIMA PUSHTOUCH 40 MG/0.8 ML,78206018401,632.24125,2025-10-22,Hadlima (Organon)
ADALIMUMAB-AACF(CF) PEN 40 MG/0.8 ML (2 PACK),65219061299,873.1296,2025-10-22,Unbranded Adalimumab
ADALIMUMAB-ADAZ(CF) PEN 40 MG/0.4 ML,61314032720,1591.75558,2025-10-22,Unbranded Adalimumab
HUMIRA(CF) 20 MG/0.2 ML SYRINGE,00074061602,3369.583,2025-10-22,Humira (AbbVie)
HADLIMA PUSHTOUCH 40 MG/0.8 ML,78206018401,632.24125,2025-10-22,Hadlima (Organon)
CYLTEZO(CF) PEN 40 MG/0.8 ML,00597037597,3200.16786,2025-10-22,Cyltezo (Boehringer)
HADLIMA(CF) 40 MG/0.4 ML SYRINGE,78206018601,1258.77083,2025-10-22,Hadlima (Organon)
HUMIRA PEN 40 MG/0.8 ML,00074433902,3365.25024,2025-10-22,Humira (AbbVie)
HADLIMA(CF) PUSHTOUCH 40 MG/0.4 ML,78206018701,1259.38542,2025-10-22,Hadlima (Organon)
HUMIRA 40 MG/0.8 ML SYRINGE,00074379902,3364.6212,2025-10-22,Humira (AbbVie)
HADLIMA(CF) PUSHTOUCH 40 MG/0.4 ML,78206018701,1259.38542,2025-10-22,Hadlima (Organon)
YUSIMRY(CF) 40 MG/0.8 ML PEN,71288081581,604.1525,2025-10-29,Yusimry (Coherus)
YUSIMRY(CF) 40 MG/0.8 ML PEN,71288081581,604.1525,2025-10-29,Yusimry (Coherus)
YUSIMRY(CF) 40 MG/0.8 ML PEN,71288081581,604.1525,2025-10-29,Yusimry (Coherus)
YUSIMRY(CF) 40 MG/0.8 ML PEN,71288081581,604.1525,2025-10-29,Yusimry (Coherus)
YUSIMRY(CF) 40 MG/0.8 ML PEN,71288081581,604.1525,2025-10-29,Yusimry (Coherus)
YUSIMRY(CF) 40 MG/0.8 ML PEN,71288081581,604.1525,2025-10-29,Yusimry (Coherus)
YUSIMRY(CF) 40 MG/0.8 ML PEN,71288081581,604.1525,2025-10-29,Yusimry (Coherus)
YUSIMRY(CF) 40 MG/0.8 ML PEN,71288081581,604.1525,2025-10-29,Yusimry (Coherus)
YUSIMRY(CF) 40 MG/0.8 ML PEN,71288081581,604.1525,2025-10-29,Yusimry (Coherus)
YUSIMRY(CF) 40 MG/0.8 ML PEN,71288081581,604.1525,2025-10-29,Yusimry (Coherus)
YUSIMRY(CF) 40 MG/0.8 ML PEN,71288081581,604.1525,2025-10-29,Yusimry (Coherus)
YUSIMRY(CF) 40 MG/0.8 ML PEN,71288081581,604.1525,2025-10-29,Yusimry (Coherus)
YUSIMRY(CF) 40 MG/0.8 ML PEN,71288081581,604.1525,2025-10-29,Yusimry (Coherus)
YUSIMRY(CF) 40 MG/0.8 ML PEN,71288081581,604.1525,2025-10-29,Yusimry (Coherus)
YUSIMRY(CF) 40 MG/0.8 ML PEN,71288081581,604.1525,2025-10-29,Yusimry (Coherus)
YUSIMRY(CF) 40 MG/0.8 ML PEN,71288081581,604.1525,2025-10-29,Yusimry (Coherus)
YUSIMRY(CF) 40 MG/0.8 ML PEN,71288081581,604.1525,2025-10-29,Yusimry (Coherus)
YUSIMRY(CF) 40 MG/0.8 ML PEN,71288081581,604.1525,2025-10-29,Yusimry (Coherus)
YUSIMRY(CF) 40 MG/0.8 ML PEN,71288081581,604.1525,2025-10-29,Yusimry (Coherus)
YUSIMRY(CF) 40 MG/0.8 ML PEN,71288081581,604.1525,2025-10-29,Yusimry (Coherus)
YUSIMRY(CF) 40 MG/0.8 ML PEN,71288081581,604.1525,2025-10-29,Yusimry (Coherus)
YUSIMRY(CF) 40 MG/0.8 ML PEN,71288081581,604.1525,2025-10-29,Yusimry (Coherus)
YUSIMRY(CF) 40 MG/0.8 ML PEN,71288081581,604.1525,2025-10-29,Yusimry (Coherus)
YUSIMRY(CF) 40 MG/0.8 ML PEN,71288081581,604.1525,2025-10-29,Yusimry (Coherus)
YUSIMRY(CF) 40 MG/0.8 ML PEN,71288081581,604.1525,2025-10-29,Yusimry (Coherus)
YUSIMRY(CF) 40 MG/0.8 ML PEN,71288081581,604.1525,2025-10-29,Yusimry (Coherus)
YUSIMRY(CF) 40 MG/0.8 ML PEN,71288081581,604.1525,2025-10-29,Yusimry (Coherus)
YUSIMRY(CF) 40 MG/0.8 ML PEN,71288081581,604.1525,2025-10-29,Yusimry (Coherus)
YUSIMRY(CF) 40 MG/0.8 ML PEN,71288081581,604.1525,2025-10-29,Yusimry (Coherus)
YUSIMRY(CF) 40 MG/0.8 ML PEN,71288081581,604.1525,2025-10-29,Yusimry (Coherus)
YUSIMRY(CF) 40 MG/0.8 ML PEN,71288081581,604.1525,2025-10-29,Yusimry (Coherus)
YUSIMRY(CF) 40 MG/0.8 ML PEN,71288081581,604.1525,2025-10-29,Yusimry (Coherus)
YUSIMRY(CF) 40 MG/0.8 ML PEN,71288081581,604.1525,2025-10-29,Yusimry (Coherus)
YUSIMRY(CF) 40 MG/0.8 ML PEN,71288081581,604.1525,2025-10-29,Yusimry (Coherus)
YUSIMRY(CF) 40 MG/0.8 ML PEN,71288081581,604.1525,2025-10-29,Yusimry (Coherus)
YUSIMRY(CF) 40 MG/0.8 ML PEN,71288081581,604.1525,2025-10-29,Yusimry (Coherus)
YUSIMRY(CF) 40 MG/0.8 ML PEN,71288081581,604.1525,2025-10-29,Yusimry (Coherus)
ADALIMUMAB-ADAZ(CF) PEN 40 MG/0.4 ML,61314032720,1591.76059,2025-11-19,Unbranded Adalimumab
ADALIMUMAB-AACF(CF) PEN 40 MG/0.8 ML (2 PACK),65219061299,873.25905,2025-11-19,Unbranded Adalimumab
ADALIMUMAB-AACF(CF) PEN 40 MG/0.8 ML (2 PACK),65219061299,873.25905,2025-11-19,Unbranded Adalimumab
HUMIRA PEN 40 MG/0.8 ML,00074433902,3365.28188,2025-11-19,Humira (AbbVie)
HUMIRA 40 MG/0.8 ML SYRINGE,00074379902,3368.78741,2025-11-19,Humira (AbbVie)
HADLIMA(CF) PUSHTOUCH 40 MG/0.4 ML,78206018701,1260.49676,2025-11-19,Hadlima (Organon)
HADLIMA(CF) 40 MG/0.4 ML SYRINGE,78206018601,1259.98594,2025-11-19,Hadlima (Organon)
HADLIMA PUSHTOUCH 40 MG/0.8 ML,78206018401,632.28958,2025-11-19,Hadlima (Organon)
HUMIRA(CF) PEN 40 MG/0.4 ML,00074055402,3364.91689,2025-11-19,Humira (AbbVie)
HUMIRA(CF) PEN 80 MG/0.8 ML,00074012402,6734.51676,2025-11-19,Humira (AbbVie)
CYLTEZO(CF) PEN 40 MG/0.8 ML,00597037597,3200.16786,2025-11-19,Cyltezo (Boehringer)
ADALIMUMAB-ADAZ(CF) PEN 40 MG/0.4 ML,61314032720,1591.76059,2025-11-19,Unbranded Adalimumab
ADALIMUMAB-AACF(CF) PEN 40 MG/0.8 ML (2 PACK),65219061299,873.25905,2025-11-19,Unbranded Adalimumab
HUMIRA(CF) PEN CROHN'S-UC-HS STARTER 80 MG/0.8 ML,00074012403,6730.79095,2025-11-19,Humira (AbbVie)
HUMIRA(CF) 20 MG/0.2 ML SYRINGE,00074061602,3369.583,2025-11-19,Humira (AbbVie)
HUMIRA(CF) PEN 80 MG/0.8 ML,00074012402,6734.51676,2025-11-19,Humira (AbbVie)
HUMIRA(CF) 40 MG/0.4 ML SYRINGE,00074024302,3365.52169,2025-11-19,Humira (AbbVie)
HUMIRA(CF) 20 MG/0.2 ML SYRINGE,00074061602,3369.583,2025-11-19,Humira (AbbVie)
HUMIRA PEN 40 MG/0.8 ML,00074433902,3365.28188,2025-11-19,Humira (AbbVie)
HUMIRA 40 MG/0.8 ML SYRINGE,00074379902,3368.78741,2025-11-19,Humira (AbbVie)
HUMIRA(CF) PEN CROHN'S-UC-HS STARTER 80 MG/0.8 ML,00074012403,6730.79095,2025-11-19,Humira (AbbVie)
HUMIRA(CF) 20 MG/0.2 ML SYRINGE,00074061602,3369.583,2025-11-19,Humira (AbbVie)
HADLIMA(CF) PUSHTOUCH 40 MG/0.4 ML,78206018701,1260.49676,2025-11-19,Hadlima (Organon)
HADLIMA(CF) 40 MG/0.4 ML SYRINGE,78206018601,1259.98594,2025-11-19,Hadlima (Organon)
HADLIMA PUSHTOUCH 40 MG/0.8 ML,78206018401,632.28958,2025-11-19,Hadlima (Organon)
CYLTEZO(CF) PEN 40 MG/0.8 ML,00597037597,3200.16786,2025-11-19,Cyltezo (Boehringer)
ADALIMUMAB-ADAZ(CF) PEN 40 MG/0.4 ML,61314032720,1591.76059,2025-11-19,Unbranded Adalimumab
HUMIRA(CF) PEN 40 MG/0.4 ML,00074055402,3364.91689,2025-11-19,Humira (AbbVie)
HUMIRA(CF) PEN CROHN'S-UC-HS STARTER 80 MG/0.8 ML,00074012403,6730.79095,2025-11-19,Humira (AbbVie)
CYLTEZO(CF) PEN 40 MG/0.8 ML,00597037597,3200.16786,2025-11-19,Cyltezo (Boehringer)
HADLIMA PUSHTOUCH 40 MG/0.8 ML,78206018401,632.28958,2025-11-19,Hadlima (Organon)
HUMIRA(CF) 40 MG/0.4 ML SYRINGE,00074024302,3365.52169,2025-11-19,Humira (AbbVie)
HUMIRA(CF) PEN 40 MG/0.4 ML,00074055402,3364.91689,2025-11-19,Humira (AbbVie)
HUMIRA(CF) PEN 80 MG/0.8 ML,00074012402,6734.51676,2025-11-19,Humira (AbbVie)
HUMIRA(CF) PEN CROHN'S-UC-HS STARTER 80 MG/0.8 ML,00074012403,6730.79095,2025-11-19,Humira (AbbVie)
HUMIRA(CF) 20 MG/0.2 ML SYRINGE,00074061602,3369.583,2025-11-19,Humira (AbbVie)
ADALIMUMAB-AACF(CF) PEN 40 MG/0.8 ML (2 PACK),65219061299,873.25905,2025-11-19,Unbranded Adalimumab
ADALIMUMAB-ADAZ(CF) PEN 40 MG/0.4 ML,61314032720,1591.76059,2025-11-19,Unbranded Adalimumab
CYLTEZO(CF) PEN 40 MG/0.8 ML,00597037597,3200.16786,2025-11-19,Cyltezo (Boehringer)
HUMIRA(CF) 20 MG/0.2 ML SYRINGE,00074061602,3369.583,2025-11-19,Humira (AbbVie)
HADLIMA PUSHTOUCH 40 MG/0.8 ML,78206018401,632.28958,2025-11-19,Hadlima (Organon)
HADLIMA(CF) PUSHTOUCH 40 MG/0.4 ML,78206018701,1260.49676,2025-11-19,Hadlima (Organon)
HUMIRA 40 MG/0.8 ML SYRINGE,00074379902,3368.78741,2025-11-19,Humira (AbbVie)
HUMIRA PEN 40 MG/0.8 ML,00074433902,3365.28188,2025-11-19,Humira (AbbVie)
HUMIRA(CF) 20 MG/0.2 ML SYRINGE,00074061602,3369.583,2025-11-19,Humira (AbbVie)
HUMIRA(CF) 40 MG/0.4 ML SYRINGE,00074024302,3365.52169,2025-11-19,Humira (AbbVie)
HUMIRA(CF) PEN 40 MG/0.4 ML,00074055402,3364.91689,2025-11-19,Humira (AbbVie)
HUMIRA(CF) PEN 80 MG/0.8 ML,00074012402,6734.51676,2025-11-19,Humira (AbbVie)
HUMIRA(CF) PEN CROHN'S-UC-HS STARTER 80 MG/0.8 ML,00074012403,6730.79095,2025-11-19,Humira (AbbVie)
HADLIMA(CF) 40 MG/0.4 ML SYRINGE,78206018601,1259.98594,2025-11-19,Hadlima (Organon)
ADALIMUMAB-AACF(CF) PEN 40 MG/0.8 ML (2 PACK),65219061299,873.25905,2025-11-19,Unbranded Adalimumab
HUMIRA PEN 40 MG/0.8 ML,00074433902,3365.28188,2025-11-19,Humira (AbbVie)
HADLIMA(CF) PUSHTOUCH 40 MG/0.4 ML,78206018701,1260.49676,2025-11-19,Hadlima (Organon)
ADALIMUMAB-AACF(CF) PEN 40 MG/0.8 ML (2 PACK),65219061299,873.25905,2025-11-19,Unbranded Adalimumab
ADALIMUMAB-ADAZ(CF) PEN 40 MG/0.4 ML,61314032720,1591.76059,2025-11-19,Unbranded Adalimumab
HUMIRA(CF) 20 MG/0.2 ML SYRINGE,00074061602,3369.583,2025-11-19,Humira (AbbVie)
HADLIMA PUSHTOUCH 40 MG/0.8 ML,78206018401,632.28958,2025-11-19,Hadlima (Organon)
HADLIMA(CF) 40 MG/0.4 ML SYRINGE,78206018601,1259.98594,2025-11-19,Hadlima (Organon)
HADLIMA(CF) PUSHTOUCH 40 MG/0.4 ML,78206018701,1260.49676,2025-11-19,Hadlima (Organon)
HUMIRA 40 MG/0.8 ML SYRINGE,00074379902,3368.78741,2025-11-19,Humira (AbbVie)
HUMIRA PEN 40 MG/0.8 ML,00074433902,3365.28188,2025-11-19,Humira (AbbVie)
HUMIRA 40 MG/0.8 ML SYRINGE,00074379902,3368.78741,2025-11-19,Humira (AbbVie)
HUMIRA(CF) 20 MG/0.2 ML SYRINGE,00074061602,3369.583,2025-11-19,Humira (AbbVie)
HUMIRA(CF) PEN 40 MG/0.4 ML,00074055402,3364.91689,2025-11-19,Humira (AbbVie)
HUMIRA(CF) PEN 80 MG/0.8 ML,00074012402,6734.51676,2025-11-19,Humira (AbbVie)
HUMIRA(CF) 20 MG/0.2 ML SYRINGE,00074061602,3369.583,2025-11-19,Humira (AbbVie)
ADALIMUMAB-AACF(CF) PEN 40 MG/0.8 ML (2 PACK),65219061299,873.25905,2025-11-19,Unbranded Adalimumab
ADALIMUMAB-ADAZ(CF) PEN 40 MG/0.4 ML,61314032720,1591.76059,2025-11-19,Unbranded Adalimumab
CYLTEZO(CF) PEN 40 MG/0.8 ML,00597037597,3200.16786,2025-11-19,Cyltezo (Boehringer)
HADLIMA PUSHTOUCH 40 MG/0.8 ML,78206018401,632.28958,2025-11-19,Hadlima (Organon)
HADLIMA(CF) 40 MG/0.4 ML SYRINGE,78206018601,1259.98594,2025-11-19,Hadlima (Organon)
HUMIRA(CF) 40 MG/0.4 ML SYRINGE,00074024302,3365.52169,2025-11-19,Humira (AbbVie)
CYLTEZO(CF) PEN 40 MG/0.8 ML,00597037597,3200.16786,2025-11-19,Cyltezo (Boehringer)
ADALIMUMAB-ADAZ(CF) PEN 40 MG/0.4 ML,61314032720,1591.76059,2025-11-19,Unbranded Adalimumab
HADLIMA PUSHTOUCH 40 MG/0.8 ML,78206018401,632.28958,2025-11-19,Hadlima (Organon)
HADLIMA(CF) PUSHTOUCH 40 MG/0.4 ML,78206018701,1260.49676,2025-11-19,Hadlima (Organon)
HADLIMA(CF) 40 MG/0.4 ML SYRINGE,78206018601,1259.98594,2025-11-19,Hadlima (Organon)
HADLIMA PUSHTOUCH 40 MG/0.8 ML,78206018401,632.28958,2025-11-19,Hadlima (Organon)
CYLTEZO(CF) PEN 40 MG/0.8 ML,00597037597,3200.16786,2025-11-19,Cyltezo (Boehringer)
HUMIRA(CF) 20 MG/0.2 ML SYRINGE,00074061602,3369.583,2025-11-19,Humira (AbbVie)
ADALIMUMAB-ADAZ(CF) PEN 40 MG/0.4 ML,61314032720,1591.76059,2025-11-19,Unbranded Adalimumab
ADALIMUMAB-AACF(CF) PEN 40 MG/0.8 ML (2 PACK),65219061299,873.25905,2025-11-19,Unbranded Adalimumab
HUMIRA(CF) PEN CROHN'S-UC-HS STARTER 80 MG/0.8 ML,00074012403,6730.79095,2025-11-19,Humira (AbbVie)
HUMIRA(CF) 20 MG/0.2 ML SYRINGE,00074061602,3369.583,2025-11-19,Humira (AbbVie)
HUMIRA(CF) PEN 80 MG/0.8 ML,00074012402,6734.51676,2025-11-19,Humira (AbbVie)
HUMIRA(CF) 40 MG/0.4 ML SYRINGE,00074024302,3365.52169,2025-11-19,Humira (AbbVie)
HUMIRA(CF) 20 MG/0.2 ML SYRINGE,00074061602,3369.583,2025-11-19,Humira (AbbVie)
HUMIRA(CF) 20 MG/0.2 ML SYRINGE,00074061602,3369.583,2025-11-19,Humira (AbbVie)
HUMIRA PEN 40 MG/0.8 ML,00074433902,3365.28188,2025-11-19,Humira (AbbVie)
HUMIRA 40 MG/0.8 ML SYRINGE,00074379902,3368.78741,2025-11-19,Humira (AbbVie)
HADLIMA(CF) PUSHTOUCH 40 MG/0.4 ML,78206018701,1260.49676,2025-11-19,Hadlima (Organon)
HUMIRA(CF) 20 MG/0.2 ML SYRINGE,00074061602,3369.583,2025-11-19,Humira (AbbVie)
HADLIMA(CF) 40 MG/0.4 ML SYRINGE,78206018601,1259.98594,2025-11-19,Hadlima (Organon)
HUMIRA(CF) PEN 40 MG/0.4 ML,00074055402,3364.91689,2025-11-19,Humira (AbbVie)
CYLTEZO(CF) PEN 40 MG/0.8 ML,00597037597,3200.16786,2025-11-19,Cyltezo (Boehringer)
HUMIRA(CF) 40 MG/0.4 ML SYRINGE,00074024302,3365.52169,2025-11-19,Humira (AbbVie)
HUMIRA PEN 40 MG/0.8 ML,00074433902,3365.28188,2025-11-19,Humira (AbbVie)
HADLIMA(CF) 40 MG/0.4 ML SYRINGE,78206018601,1259.98594,2025-11-19,Hadlima (Organon)
HADLIMA(CF) PUSHTOUCH 40 MG/0.4 ML,78206018701,1260.49676,2025-11-19,Hadlima (Organon)
HUMIRA 40 MG/0.8 ML SYRINGE,00074379902,3368.78741,2025-11-19,Humira (AbbVie)
HUMIRA PEN 40 MG/0.8 ML,00074433902,3365.28188,2025-11-19,Humira (AbbVie)
HUMIRA(CF) 20 MG/0.2 ML SYRINGE,00074061602,3369.583,2025-11-19,Humira (AbbVie)
HUMIRA(CF) 40 MG/0.4 ML SYRINGE,00074024302,3365.52169,2025-11-19,Humira (AbbVie)
HUMIRA(CF) PEN 40 MG/0.4 ML,00074055402,3364.91689,2025-11-19,Humira (AbbVie)
HUMIRA(CF) PEN 80 MG/0.8 ML,00074012402,6734.51676,2025-11-19,Humira (AbbVie)
HUMIRA 40 MG/0.8 ML SYRINGE,00074379902,3368.78741,2025-11-19,Humira (AbbVie)
HUMIRA(CF) PEN CROHN'S-UC-HS STARTER 80 MG/0.8 ML,00074012403,6730.79095,2025-11-19,Humira (AbbVie)
HUMIRA(CF) 20 MG/0.2 ML SYRINGE,00074061602,3369.583,2025-11-19,Humira (AbbVie)
HUMIRA(CF) PEN CROHN'S-UC-HS STARTER 80 MG/0.8 ML,00074012403,6730.79095,2025-11-19,Humira (AbbVie)
HUMIRA(CF) 20 MG/0.2 ML SYRINGE,00074061602,3369.583,2025-11-19,Humira (AbbVie)
HUMIRA(CF) PEN 80 MG/0.8 ML,00074012402,6734.51676,2025-11-19,Humira (AbbVie)
HUMIRA(CF) 20 MG/0.2 ML SYRINGE,00074061602,3369.583,2025-11-19,Humira (AbbVie)
HUMIRA(CF) PEN 40 MG/0.4 ML,00074055402,3364.91689,2025-11-19,Humira (AbbVie)
HUMIRA(CF) 40 MG/0.4 ML SYRINGE,00074024302,3365.52169,2025-11-19,Humira (AbbVie)
HUMIRA(CF) 20 MG/0.2 ML SYRINGE,00074061602,3369.583,2025-11-19,Humira (AbbVie)
HUMIRA(CF) 20 MG/0.2 ML SYRINGE,00074061602,3369.583,2025-11-19,Humira (AbbVie)
HUMIRA(CF) PEN 80 MG/0.8 ML,00074012402,6731.55667,2025-12-17,Humira (AbbVie)
HUMIRA(CF) PEN CROHN'S-UC-HS STARTER 80 MG/0.8 ML,00074012403,6745.428,2025-12-17,Humira (AbbVie)
CYLTEZO(CF) PEN 40 MG/0.8 ML,00597037597,3200.16786,2025-12-17,Cyltezo (Boehringer)
HUMIRA(CF) PEN 40 MG/0.4 ML,00074055402,3365.92763,2025-12-17,Humira (AbbVie)
HUMIRA(CF) 40 MG/0.4 ML SYRINGE,00074024302,3366.4525,2025-12-17,Humira (AbbVie)
HUMIRA PEN 40 MG/0.8 ML,00074433902,3366.11847,2025-12-17,Humira (AbbVie)
HUMIRA 40 MG/0.8 ML SYRINGE,00074379902,3371.02521,2025-12-17,Humira (AbbVie)
HADLIMA(CF) PUSHTOUCH 40 MG/0.4 ML,78206018701,1261.09297,2025-12-17,Hadlima (Organon)
HADLIMA(CF) 40 MG/0.4 ML SYRINGE,78206018601,1259.54167,2025-12-17,Hadlima (Organon)
HADLIMA PUSHTOUCH 40 MG/0.8 ML,78206018401,632.24125,2025-12-17,Hadlima (Organon)
CYLTEZO(CF) PEN 40 MG/0.8 ML,00597037597,3200.16786,2025-12-17,Cyltezo (Boehringer)
ADALIMUMAB-ADBM(CF) PEN 40 MG/0.4 ML,82009014422,636.03667,2025-12-17,Unbranded Adalimumab
ADALIMUMAB-ADBM(CF) PEN 40 MG/0.4 ML,00597057550,636.03667,2025-12-17,Unbranded Adalimumab
